Sample_ID,Sample_Longitude,Sample_Latitude,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Mean_Temp_Deg_C,pH,Water_Depth_cm,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,AI,AI_Mod,DBE,DBE_O,GFE,NOSC,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd,n_chems,skew_lamO20,skew_lamO2,perc_AminoSugar,perc_Carb,perc_ConHC,perc_Lignin,perc_Lipid,perc_Other,perc_Protein,perc_Tannin,perc_UnsatHC,del_15N_permil,del_13C_permil,NPOC_INC_mg_per_L_as_C,NPOC_Field_mg_per_L_as_C,Percent_Fine_Sand,Percent_Med_Sand,Percent_Coarse_Sand,Percent_Tot_Sand,Percent_Clay,Percent_Silt,Total_Bacteria_cells_per_gram,Total_Photorophs_cells_per_gram,Total_Heterotrophs_cells_per_gram,C_percent,N_percent,Intermittent_or_Perennial_-1hot-_Intermittent,Intermittent_or_Perennial_-1hot-_Perennial,General_Vegetation_-1hot-_Broadleaf deciduous tree,General_Vegetation_-1hot-_Broadleaf deciduous tree. Crop,General_Vegetation_-1hot-_Broadleaf deciduous tree. Grass,General_Vegetation_-1hot-_Broadleaf deciduous tree. Shrub,General_Vegetation_-1hot-_Broadleaf evergreen tree,General_Vegetation_-1hot-_Broadleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Grass,General_Vegetation_-1hot-_Needleleaf deciduous tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf deciduous tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree. Shrub,General_Vegetation_-1hot-_Shrub,General_Vegetation_-1hot-_Shrub. Grass,Hydrogeomorphology_-1hot-_Multi-channel,Hydrogeomorphology_-1hot-_Single-channel meandering,Hydrogeomorphology_-1hot-_Single-channel straight,"River_Gradient_-1hot-_Relatively flat/gentle gradient (e.g., valleys)","River_Gradient_-1hot-_Relatively steep gradient (e.g., mountainous or hilly terrain)",MiniDot_Sediment_-1hot-_Bedrock (primarily),MiniDot_Sediment_-1hot-_Gravel/cobble (>2mm),MiniDot_Sediment_-1hot-_Sand,MiniDot_Sediment_-1hot-_Silt/mud (<0.0625mm),Depositional_Type_-1hot-_Downstream from obstacles,Depositional_Type_-1hot-_Downstream of small tributary,Depositional_Type_-1hot-_Inside bend of a stream,Depositional_Type_-1hot-_Marsh,Depositional_Type_-1hot-_Pool lip,Depositional_Type_-1hot-_Riffle,Depositional_Type_-1hot-_Shallow waters near the shore,Depositional_Type_-1hot-_Upstream of weir barrier deposition,Depositional_Type_-1hot-_run edge,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment
S19S_0026-M,-105.54371,40.03496,8.25,98.9,9.5,6.0,7.0,2.0,2.0,1.0,0.09810461917194006,0.21327728819358865,7.402997502081599,-0.728143213988343,73.33271090373395,-0.4572881018867609,73.33271090369455,-144.89855091999814,0.05537344739128448,0.04910214077383307,1447.3787260616155,-2812.6623961487794,2402.0,1.732349628046943,1.730804706948204,0.06536219816819318,0.017901748542880933,0.12156536219816819,0.2697751873438801,0.09200666111573688,0.013738551207327226,0.302248126561199,0.07868442964196502,0.03871773522064946,2.48,-26.55,12.3,11.73,5.4,NaN,81.6,NaN,5.7,NaN,509000000.0,18100000.0,491000000.0,0.55,0.08,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-3.11
S19S_0026-U,-105.54393,40.03497,8.25,98.9,9.5,6.0,17.0,2.0,2.0,1.0,0.08801497476177778,0.20779512419066665,7.310666666666667,-0.6471111111111111,73.40493890879468,-0.4598224178542222,73.40493890872439,-144.84752084583573,0.05606257485003011,0.04973282494157392,1429.8391999999997,-2777.7089223703297,2250.0,1.93447053688783,1.8186639225183336,0.06266666666666666,0.016888888888888887,0.10755555555555556,0.27644444444444444,0.10844444444444444,0.014666666666666666,0.28844444444444445,0.084,0.04088888888888889,4.43,-27.26,11.42,9.26,3.8,5.4,83.8,93.0,0.0,7.0,500000000.0,17500000.0,482000000.0,0.23,0.07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-5.64
S19S_0027-D,-105.91125,39.89064,9.57,109.6,7.1,6.5,16.0,2.0,2.0,1.0,0.08567636524310479,0.16793145498069348,6.975965327029157,-0.780929866036249,76.71139655479749,-0.575838475603231,76.7113965546861,-146.3286153882034,0.05295125023420896,0.04703406134201341,1596.276477541371,-2977.966318979643,2538.0,2.1414520469819154,2.04965572205862,0.08747044917257683,0.032702915681639085,0.06382978723404255,0.2375886524822695,0.11583924349881797,0.019700551615445233,0.32742316784869974,0.05476753349093775,0.06067769897557131,-1.41,-26.82,7.55,10.47,10.4,15.2,66.3,91.9,8.1,0.0,545000000.0,11500000.0,534000000.0,0.22,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.25
S19S_0027-M,-105.91152,39.89078,9.57,109.6,7.1,6.5,9.0,4.0,2.0,1.0,0.08376698222133333,0.1800959016647619,7.193904761904762,-0.8902857142857142,74.7254068995581,-0.5061546280567619,74.72540689952858,-145.55117058504035,0.05438406667194108,0.048160449636695225,1520.4995428571428,-2904.1032241383455,2625.0,2.113508152826679,2.0287388436611655,0.08266666666666667,0.03314285714285714,0.08152380952380953,0.24685714285714286,0.10819047619047618,0.016,0.31123809523809526,0.07352380952380952,0.046857142857142854,-10.79,-26.54,11.79,15.12,14.1,37.6,36.7,88.4,2.0,9.6,1450000000.0,64300000.0,1390000000.0,0.78,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-2.74
S19S_0027-U,-105.91164,39.89071,9.57,109.6,7.1,6.5,10.0,3.0,2.0,1.0,0.07596214526859861,0.15993080011375432,6.434688581314879,-0.9666955017301038,77.275266789189,-0.5956233961098615,77.27526678915982,-146.46059992030112,0.054232860643635764,0.04819005550683486,1521.2418685121108,-2829.1302914923886,2312.0,2.0195449763506486,1.9220454847333133,0.07698961937716263,0.035899653979238756,0.06531141868512111,0.24134948096885814,0.14619377162629757,0.01773356401384083,0.3304498269896194,0.048875432525951557,0.037197231833910036,NaN,-26.33,18.62,13.41,7.2,10.0,75.1,92.3,0.0,7.7,468000000.0,8660000.0,459000000.0,0.78,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-6.06
S19S_0028-D,-111.507871,33.750675,NaN,NaN,23.8,7.5,12.0,2.0,3.0,3.0,0.09724975493147632,0.1643483687849582,6.58941504178273,-0.3286908077994429,79.30295230225514,-0.6667702562239554,79.3029523022578,-147.24648248448892,0.0521947639254472,0.04652769187195713,1599.7251810584958,-2916.3055889606853,1795.0,2.380731515298378,2.1581053723859926,0.07465181058495822,0.02562674094707521,0.06852367688022284,0.2406685236768802,0.14763231197771587,0.020612813370473538,0.3543175487465181,0.015041782729805013,0.052924791086350974,68.27,-28.3,10.44,11.39,1.5,6.8,84.4,92.7,7.3,0.0,1420000000.0,4500000.0,1420000000.0,0.36,0.08,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-9.45
S19S_0028-M,-111.508001,33.750788,NaN,NaN,23.8,7.5,22.0,2.0,3.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.45,-29.71,40.0,39.33,3.2,7.8,81.6,92.6,7.4,0.0,1570000000.0,41300000.0,1530000000.0,0.42,0.11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-33.33
S19S_0028-U,-111.508141,33.750837,NaN,NaN,23.8,7.5,10.0,1.0,2.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.08,NaN,56.24,22.0,3.9,2.1,89.5,95.5,0.0,4.5,1300000000.0,21000000.0,1270000000.0,0.31,0.07,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,-16.54
S19S_0029-D,-111.80126,40.78319,9.72,90.0,12.0,7.5,6.5,2.0,1.0,1.0,0.07774989619514563,0.18371562837718444,6.446601941747573,-0.9257281553398058,75.35394700401844,-0.5282086668116505,75.35394700387293,-145.77718031829738,0.05836155065411371,0.05163558126993985,1436.8893203883492,-2711.211793084874,2060.0,2.2632853166403524,1.9390467017782436,0.07233009708737864,0.019417475728155338,0.07427184466019418,0.3029126213592233,0.11796116504854369,0.01262135922330097,0.3174757281553398,0.053883495145631066,0.02912621359223301,6.42,NaN,12.01,14.91,32.4,27.2,16.2,75.8,10.4,13.8,610000000.0,42400000.0,567000000.0,5.23,0.17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-79.25
S19S_0029-M,-111.79582,40.78466,9.72,90.0,12.0,7.5,2.0,3.0,1.0,3.0,0.08550684855902618,0.19036224948093708,6.433624253559945,-0.8171796049609554,75.88096212705742,-0.5467004255094167,75.88096212681002,-146.07356083092583,0.05775119223770105,0.05109584264048064,1465.7837390904915,-2741.9597702779965,2177.0,1.6512056487033249,1.5864160423337874,0.058337161231051905,0.024345429490124023,0.09232889297197978,0.2857142857142857,0.16031235645383554,0.016536518144235186,0.2815801561782269,0.053743683968764354,0.027101515847496555,8.1,NaN,25.06,31.55,52.9,10.8,6.7,70.4,0.0,29.6,NaN,NaN,NaN,5.95,0.23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-110.45
S19S_0029-U,-111.79547,40.78464,9.72,90.0,12.0,7.5,12.0,2.0,1.0,1.0,0.08114418046545768,0.16607720755267702,6.44300518134715,-0.9075993091537133,77.15720199003022,-0.5914807715794472,77.1572019899308,-146.2757635318209,0.05523361747312758,0.049153356818947086,1528.2852331606218,-2831.203514216251,2316.0,1.8938561634228983,1.7978655581361795,0.07383419689119171,0.028065630397236616,0.059153713298791016,0.266839378238342,0.12176165803108809,0.015544041450777202,0.3493091537132988,0.039723661485319514,0.045768566493955096,4.92,NaN,9.83,10.93,38.7,14.3,24.2,77.2,20.3,2.5,413000000.0,23000000.0,390000000.0,4.77,0.12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-10.71
S19S_0030-U,-121.929928,45.792233,9.1,89.1,14.7,6.0,32.0,1.0,1.0,1.0,0.09152680331213423,0.1653138897936013,7.064767850175575,-0.7190792040577448,77.39796909214827,-0.5999287400678891,77.3979690920016,-146.6788843751285,0.05166440998616624,0.04590063695124089,1633.252438548576,-3037.403292393691,2563.0,2.346573594036563,2.225940100121123,0.09285992976980101,0.04525946156847444,0.05813499804916114,0.258291065158018,0.10339445961763559,0.019508388607101055,0.3371049551307062,0.03199375731564573,0.053452984783456885,5.51,-28.74,7.12,6.84,0.0,0.0,0.0,0.0,0.0,100.0,395000000.0,19200000.0,376000000.0,1.26,0.17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-9.01
S19S_0031-D,-122.1650676,44.2602628,9.56,96.6,12.4,6.0,24.0,2.0,3.0,1.0,0.07406592923584464,0.16005026009546094,6.438933083762284,-1.3032288254562472,77.47975529609032,-0.602798431431446,77.47975529594538,-146.822169471238,0.05320786608897315,0.04721978231898803,1533.0652784277027,-2857.4825728437118,2137.0,2.202883019312272,2.038818852709219,0.08610201216658868,0.029480580252690687,0.0542817033224146,0.2573701450631727,0.11745437529246608,0.021993448759943846,0.33645297145531117,0.055217594759007955,0.0416471689284043,4.06,-28.38,13.11,6.34,12.9,6.5,46.7,66.1,6.8,27.1,3660000000.0,58400000.0,3610000000.0,0.85,0.11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.84
S19S_0031-M,-122.1647132,44.2602364,9.56,96.6,12.4,6.0,9.0,2.0,3.0,1.0,0.07789978204324767,0.16115390676499383,6.6731946144430845,-1.1807425540595675,77.44510328109547,-0.6015825712615259,77.44510328105419,-146.72440879972095,0.05268283927167523,0.046868934308794,1573.792778457772,-2930.6077596797995,2451.0,2.126235699399296,2.0033978554098906,0.08894328845369237,0.03631170950632395,0.050999592003263976,0.2766217870257038,0.0966952264381885,0.01591187270501836,0.34394124847001223,0.04732762137902897,0.04324765401876785,1.24,-27.3,6.01,4.63,15.9,5.4,51.8,73.1,7.0,19.9,116000000.0,1340000.0,115000000.0,0.57,0.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.15
S19S_0031-U,-122.1642723,44.2605576,9.56,96.6,12.4,6.0,11.0,2.0,2.0,1.0,0.08345832888714597,0.16627282785969497,6.742919389978214,-0.955119825708061,76.9977333331756,-0.5858853801141611,76.99773333329428,-146.35227858579196,0.05335170354443451,0.047554656893227916,1534.0087581699347,-2872.421414154118,2295.0,1.8563024405415067,1.8124353307078656,0.08583877995642701,0.02832244008714597,0.05577342047930283,0.2736383442265795,0.0906318082788671,0.018300653594771243,0.3485838779956427,0.0514161220043573,0.04749455337690632,4.13,-27.77,6.91,6.42,15.8,6.4,35.0,57.2,10.9,31.9,3750000000.0,48100000.0,3700000000.0,0.96,0.14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.29
S19S_0032-D,-119.02313,39.95545,9.35,87.5,13.1,7.0,39.5,2.0,2.0,1.0,0.08182712935920854,0.1832980220771182,6.482496194824962,-0.7706747843734145,76.25896178085692,-0.5599635712582446,76.25896178081479,-146.3175175740553,0.05758828490187509,0.051106414166851986,1436.6855403348554,-2699.581195653544,1971.0,1.904657076509494,1.7898518695360706,0.06443429731100964,0.035514967021816335,0.0776255707762557,0.2754946727549467,0.12734652460679857,0.0213089802130898,0.3069507864028412,0.056823947234906136,0.03450025367833587,2.61,-26.53,25.64,34.48,8.8,10.7,75.0,94.5,5.5,0.0,24400000.0,5320000.0,19100000.0,1.09,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-15.13
S19S_0032-M,-119.02367,36.95503,9.35,87.5,13.1,7.0,10.5,3.0,2.0,1.0,0.08942992147780779,0.19687932483905826,7.280200694712466,-0.5457352373600927,74.64975238745889,-0.5035000837680432,74.6497523873518,-145.43154598527587,0.054927271199815074,0.04865467376337341,1503.7138170590506,-2871.8411298409037,2591.0,2.178866244645766,1.8334595814454786,0.0609803164801235,0.021999228097259745,0.08375144731763798,0.2859899652643767,0.1080663836356619,0.018139714395986106,0.3060594365109996,0.07024314936318024,0.04477035893477422,2.04,-27.89,10.25,14.81,7.6,9.7,77.4,94.7,0.0,5.3,49500000.0,972000.0,48500000.0,0.32,0.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-3.73
S19S_0032-U,-119.02375,36.95497,9.35,87.5,13.1,7.0,5.0,2.0,2.0,1.0,0.08610126751768607,0.19115748235998525,7.1215917464996314,-0.5327929255711128,75.30521890449445,-0.5264989089329403,75.30521890453127,-145.583023163949,0.05486566751354388,0.048649602846559684,1517.002063375092,-2871.3991314155255,2714.0,2.038975079952521,1.6761657349281434,0.05969049373618276,0.020633750921149593,0.08658806190125276,0.26897568165070007,0.12932940309506263,0.01694915254237288,0.30913780397936624,0.0655858511422255,0.043109801031687545,0.37,-26.74,22.31,22.13,4.3,38.0,48.6,90.9,9.1,0.0,42200000.0,3200000.0,39000000.0,1.0,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-46.77
S19S_0033-D,-119.2554,37.0576,9.46,97.3,16.6,7.0,9.0,3.0,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.25,-31.66,9.0,12.85,9.1,17.8,66.3,93.2,0.0,6.8,14700000.0,256000.0,14500000.0,0.23,0.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.08
S19S_0033-M,-119.2557,37.0582,9.46,97.3,16.6,7.0,19.0,4.0,1.0,2.0,0.09084563595428752,0.17490055501040352,7.708701134930643,-0.5179697351828499,77.68834204956022,-0.6101172648956494,77.68834204957533,-146.89985045147236,0.0472050528527054,0.04200756968307805,1749.7496216897855,-3255.439134320534,3172.0,1.719821883712232,1.6241107706995077,0.07219419924337957,0.026796973518284993,0.05327868852459016,0.2717528373266078,0.09709962168978563,0.015762925598991173,0.3379571248423707,0.04981084489281211,0.07534678436317781,-16.41,-46.41,6.71,5.22,14.3,25.0,53.6,92.9,7.1,0.0,19600000.0,29800.0,19600000.0,0.38,0.12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.77
S19S_0033-U,-119.256,37.0581,9.46,97.3,16.6,7.0,5.0,3.0,2.0,2.0,0.08753975258698092,0.16177161596258882,7.086793864571642,-0.6704077815188926,79.19669106764124,-0.6630417918432473,79.19669106763439,-147.43622810336515,0.0476453770833372,0.04253943496626313,1707.7679012345677,-3136.407660913061,2673.0,1.8286141794585962,1.714647631966987,0.0722035166479611,0.030303030303030304,0.05312383090160868,0.2442947998503554,0.11672278338945005,0.017957351290684626,0.35353535353535354,0.040778151889263,0.0710811821922933,-10.39,-42.46,7.54,8.31,20.5,46.2,19.9,86.6,13.4,0.0,32700000.0,693000.0,32000000.0,0.29,0.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-3.94
S19S_0034-D,-106.5233,35.8677,NaN,94.0,13.8,7.0,9.2,3.0,2.0,2.0,0.11881723820386007,0.22138444574225974,7.168878166465621,-0.3228789706473663,74.79767393522918,-0.5086903135142742,74.79767393509168,-145.63040900196802,0.056037093237030426,0.04965033715482415,1460.5977080820264,-2784.7431408153275,2487.0,1.6595626887033548,1.5623271011655475,0.06272617611580217,0.021310816244471252,0.14314435062324085,0.27784479292320063,0.11741053478086047,0.012464817048652996,0.28990751909931645,0.04020908725371934,0.03498190591073583,7.99,-24.74,15.9,16.35,13.7,25.8,33.5,73.0,15.8,11.2,1460000000.0,8010000.0,1450000000.0,3.86,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-115.73
S19S_0034-M,-106.5232,35.8678,NaN,94.0,13.8,7.0,5.4,2.0,2.0,2.0,0.11609923221988304,0.19350144460643276,7.07485380116959,0.06257309941520468,77.07775355603627,-0.5886931072280701,77.07775355603437,-146.76556743926207,0.054128132639463034,0.04791945892629836,1559.7384210526318,-2901.0965071476135,1710.0,2.141145312633141,2.064406322390812,0.06842105263157895,0.021052631578947368,0.11169590643274854,0.21754385964912282,0.14853801169590644,0.025730994152046785,0.3350877192982456,0.029239766081871343,0.04269005847953217,-2.71,-26.14,12.09,23.8,5.2,6.4,77.0,88.6,10.0,1.4,487000000.0,29700000.0,457000000.0,0.66,0.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-8.0
S19S_0034-U,-106.5233,35.868,NaN,94.0,13.8,7.0,4.0,2.0,2.0,2.0,0.10800159215373492,0.20216545580867468,7.031807228915663,-0.3691566265060241,75.87889099024433,-0.546627754045783,75.87889099036323,-146.22667099881394,0.0555349762248049,0.049128820014702375,1493.0026987951808,-2818.681292050549,2075.0,2.0359198424483993,1.9055214340192417,0.06795180722891567,0.023614457831325302,0.11132530120481927,0.2665060240963855,0.11373493975903615,0.017349397590361446,0.32433734939759035,0.03662650602409639,0.03855421686746988,1.21,-26.43,11.38,15.26,12.9,14.1,59.8,86.8,2.0,11.2,4260000000.0,51300000.0,4210000000.0,1.87,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-27.46
S19S_0035-D,-110.757838,32.42735,5.88,63.1,18.4,6.5,14.0,2.0,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4,-27.03,15.9,23.76,11.6,7.5,72.7,91.8,5.8,2.4,171000000.0,23600000.0,148000000.0,0.61,0.15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-12.66
S19S_0035-M,-110.758821,32.42728,5.88,63.1,18.4,6.5,13.0,4.0,2.0,2.0,0.0795062654483871,0.19750760370029327,7.813782991202346,-1.132258064516129,73.32943842846686,-0.4571732781891496,73.32943842840665,-145.20288897667194,0.05180255741253304,0.04574281121068331,1562.0958651026392,-3040.575172749378,3410.0,1.9391126505794904,1.9195026514297644,0.06451612903225806,0.02785923753665689,0.08914956011730206,0.3296187683284457,0.09237536656891496,0.010557184750733138,0.2689149560117302,0.08504398826979472,0.031964809384164225,2.35,-27.28,9.8,7.76,13.2,11.3,65.8,90.3,9.7,0.0,675000000.0,33200000.0,642000000.0,1.2,0.12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-7.65
S19S_0035-U,-110.759543,32.327329,5.88,63.1,18.4,6.5,19.0,4.0,2.0,2.0,0.08805543871383022,0.20298066682383417,7.734954165005979,-0.47668393782383417,72.66806618034875,-0.43396723439657237,72.66806618038791,-144.79823501764076,0.054954295438244115,0.048509764519099524,1477.546632124352,-2889.492844915441,2509.0,1.8747323338147153,1.8416676687164613,0.06815464328417696,0.02869669190912714,0.09645277002789956,0.31725787166201674,0.09764846552411319,0.017138302112395375,0.260263053009167,0.08011159824631327,0.03427660422479075,4.37,-26.86,9.73,9.27,12.6,12.7,62.5,87.8,12.2,0.0,506000000.0,17600000.0,488000000.0,1.08,0.16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-11.52
S19S_0036-D,-119.271902,46.372515,NaN,NaN,11.0,7.0,28.0,2.0,1.0,2.0,0.0973638823339934,0.16555480042244222,6.7287128712871285,-0.5867986798679868,76.55846814481782,-0.5704725664930693,76.55846814501096,-146.3312485628551,0.05645973790203959,0.05015997078263839,1466.1196039603958,-2765.4802925735466,1515.0,2.0438541803033172,1.9213591790330145,0.06798679867986798,0.031023102310231022,0.08712871287128712,0.2151815181518152,0.12805280528052806,0.03762376237623762,0.3425742574257426,0.053465346534653464,0.036963696369636964,3.78,-26.25,16.88,19.87,23.6,52.6,15.0,91.2,2.8,6.0,NaN,NaN,NaN,0.63,0.11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-41.22
S19S_0036-M,-119.271921,46.372735,NaN,NaN,11.0,7.0,23.0,2.0,1.0,2.0,0.08122255866652002,0.1509903620365156,6.160140783106027,-0.9960404751429829,78.46313380269555,-0.6373029404324679,78.46313380244877,-146.9547538282433,0.05437401005005844,0.048542104554928044,1525.3392432908051,-2800.029034733676,2273.0,1.2645437885104878,1.983374198960993,0.08271007479102507,0.03255609326880774,0.05851297844258689,0.22921249450065992,0.13462384513858336,0.01583809942806863,0.365156181258249,0.03519577650681918,0.046194456665200175,7.02,-27.03,14.52,13.93,16.4,48.2,27.6,92.2,7.8,0.0,NaN,NaN,NaN,0.35,0.07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-4.84
S19S_0036-U,-119.271963,46.372753,NaN,NaN,11.0,7.0,26.0,2.0,1.0,2.0,0.08315262196258685,0.15464275613415288,6.106894708711919,-0.8428647781934794,78.04716377871138,-0.6227075010106895,78.04716377874635,-146.72533148619763,0.05618044890169498,0.050121134012974994,1492.311598075895,-2743.4364257447874,1871.0,1.836902913384301,1.8639677194751392,0.08230892570817744,0.029930518439337254,0.053981827899518976,0.2431854623196152,0.13094601817210047,0.016034206306787813,0.3554249064671299,0.03687867450561197,0.05130946018172101,2.06,-25.98,13.75,16.05,6.2,67.8,16.3,90.3,9.7,0.0,NaN,NaN,NaN,0.48,0.11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-16.74
S19S_0037-D,-75.7830393,39.8577967,8.97,98.6,19.4,6.5,15.9,1.0,2.0,2.0,0.08501967369084097,0.16178533331392578,7.435478379298604,-0.5035750766087844,79.28080917028976,-0.6659933042182499,79.28080917026581,-147.47591205727434,0.04680373441084938,0.041783927338969226,1838.380081716037,-3355.429103728464,2937.0,1.744801271246148,1.7044261843500783,0.08648280558392918,0.026217228464419477,0.04698672114402452,0.2679605039155601,0.11099761661559414,0.01906707524685053,0.32107592781750083,0.0449438202247191,0.07626830098740212,-10.69,-29.58,11.88,16.06,2.4,35.3,51.7,89.4,9.9,0.7,304000000.0,18500000.0,285000000.0,0.32,0.08,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-7.5
S19S_0037-M,-75.7830477,39.8578837,8.97,98.6,19.4,6.5,19.5,1.0,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.41,-25.74,15.42,41.86,13.2,29.9,48.4,91.5,0.0,8.5,NaN,NaN,NaN,0.67,0.09,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-14.69
